"Trait","Trait.short","N","Nz","Prev","MS.Mdl","VE_ID","CI_ID","MS.CI_ID","LogL_ID","Pv_ID","FDR_ID","SW_PV_ID","SW_FDR_ID","VE_COHOUSING.ID_DMP","CI_COHOUSING.ID_DMP","MS.CI_COHOUSING.ID_DMP","LogL_COHOUSING.ID_DMP","Pv_COHOUSING.ID_DMP","FDR_COHOUSING.ID_DMP","SW_PV_COHOUSING.ID_DMP","SW_FDR_COHOUSING.ID_DMP","VE_famID","CI_famID","MS.CI_famID","LogL_famID","Pv_famID","FDR_famID","SW_PV_famID","SW_FDR_famID","VE_Residual","CI_Residual","MS.CI_Residual","LogL_Residual","Est_Age","SE_Age","P.Chisq_Age","Est_Sex","SE_Sex","P.Chisq_Sex","Est_META.DNA.postclean.reads","SE_META.DNA.postclean.reads","P.Chisq_META.DNA.postclean.reads","Est_META.POOP.Freq","SE_META.POOP.Freq","P.Chisq_META.POOP.Freq"
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__Alistipes.s__Alistipes_unclassified","s__Alistipes_unclassified",3571,7194,12.34,"full.model",0.010211095,"0-0.16","0-0.16",-10257.53599,0.890595464,1,0.309214007782101,1,0.057443686,"0-0.13","0-0.13",-10258.77512,0.114050766,1,0.0141945525291829,1,0.01882896,"0-0.06","0-0.06",-10257.87165,0.406082544,1,0.063284046692607,1,0.91351626,"0.77-0.97","0.77-0.97",-10257.52653,0.021604126,0.004386487,8.43e-07,-0.209535826,0.141553453,0.138804041,-0.193575612,0.486312282,0.690594833,0.296431724,0.126654318,0.01925904
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Coprococcus.s__Coprococcus_catus","s__Coprococcus_catus",3571,3180,61.25,"full.model",0.009160557,"0-0.14","0-0.14",-10024.34786,0.893916703,1,0.314688715953307,1,0.121048302,"0.06-0.18","0.06-0.18",-10031.24146,0.000202798,0.03650364,8.56031128404669e-05,0.0148949416342412,0,"0-0.04","0-0.04",-10024.33897,1,1,1,1,0.869791141,"0.75-0.9","0.75-0.9",-10024.33897,0.008354107,0.004159189,0.044580582,-0.049507144,0.131009428,0.70551236,1.707714371,0.455474109,0.000177321,-0.196794679,0.118637508,0.097158172
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Blautia.s__Ruminococcus_gnavus","s__Ruminococcus_gnavus",3571,7384,10.03,"full.model",0.009993299,"0-0.16","0-0.16",-8616.436133,0.898317713,1,0.310315175097276,1,0.042263538,"0-0.11","0-0.11",-8617.067774,0.257971306,1,0.0437859922178988,1,0.010457209,"0-0.06","0-0.06",-8616.51133,0.683041969,1,0.137603112840467,1,0.937285955,"0.81-1.00","0.81-1.00",-8616.427969,0.001728026,0.002753185,0.53023578,-0.09559252,0.089916422,0.287724642,-0.435515108,0.30698498,0.155990757,0.323416681,0.079939319,5.21e-05
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_cellulosilyticus","s__Bacteroides_cellulosilyticus",3571,4468,45.56,"full.model",0.007308445,"0-0.15","0-0.15",-11088.61848,0.922143361,1,0.323972762645914,1,0.288163508,"0.22-0.36","0.22-0.36",-11120.29453,1.72e-15,4.2312e-13,0,0,0.047440304,"0-0.1","0-0.1",-11089.94554,0.102662834,1,0.00143579766536965,0.32736186770428,0.657087744,"0.53-0.7","0.53-0.7",-11088.6137,0.027356554,0.005859982,3.04e-06,0.102294338,0.165349884,0.536144437,-0.577896379,0.607161096,0.341198048,-0.168892797,0.158865091,0.28772713
"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacteriales.f__Enterobacteriaceae.g__Klebsiella.s__Klebsiella_unclassified","s__Klebsiella_unclassified",3571,7766,5.37,"full.model",0.004992861,"0-0.16","0-0.16",-7491.458354,0.949292581,1,0.335498054474708,1,0.029315625,"0-0.09","0-0.09",-7491.800261,0.406894029,1,0.0985992217898833,1,0.013889233,"0-1.00","0-1.00",-7491.634913,0.550086599,1,0.102101167315175,1,0.951802281,"0.81-1.00","0.81-1.00",-7491.456332,0.006924868,0.002002884,0.000545316,0.06573249,0.065775752,0.317628906,0.042406522,0.223979007,0.849832166,0.06332703,0.058324521,0.277580646
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Roseburia","g__Roseburia",3571,33,99.6,"no.cohousing",0.003226549,NA,"0-0.15",-6025.727243,0.964242174,1,0.344105058365759,1,2.14e-10,NA,NA,-6025.726238,0.999959564,1,0.444525291828794,1,0.042885506,NA,"0-0.08",-6026.998231,0.110715019,1,0.00285214007782101,0.627470817120623,0.953887944,NA,"0.84-0.98",-6025.726238,0.008726193,0.001326652,4.78e-11,-0.001356569,0.04365607,0.975210511,-0.338024892,0.148599474,0.022921643,0.038369789,0.038704568,0.321514512
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Coprococcus.s__Coprococcus_sp_ART55_1","s__Coprococcus_sp_ART55_1",3571,7057,14.01,"no.family.ID",0,NA,"0-0.05",-10123.7691,0.994705004,1,1,1,0.096769289,NA,"0.04-0.15",-10127.148,0.009333584,1,0.000517509727626459,0.0745214007782101,1.19e-08,NA,NA,-10123.76907,1,1,0.309669260700389,1,0.903230699,NA,"0.84-0.95",-10123.76907,0.010315996,0.004247929,0.01516241,-0.122914466,0.135569646,0.364590951,0.512507856,0.468308718,0.273788201,-0.337510765,0.121953341,0.005648109
"k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Bifidobacteriales.f__Bifidobacteriaceae.g__Bifidobacterium.s__Bifidobacterium_catenulatum","s__Bifidobacterium_catenulatum",3571,6977,14.99,"full.model",0.000403525,"0-0.14","0-0.14",-9277.353723,0.99564777,1,0.357178988326848,1,0.22428701,"0.15-0.29","0.15-0.29",-9297.405946,2.41e-10,5.5189e-08,0,0,0.025204556,"0-0.07","0-0.07",-9277.877835,0.305909685,1,0.0310933852140078,1,0.750104909,"0.65-0.79","0.65-0.79",-9277.353708,-0.059780609,0.003471762,1.91e-66,0.391348377,0.102455617,0.000133621,0.261023594,0.368109824,0.478267619,-0.037652203,0.096081597,0.695148828
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Dorea.s__Dorea_unclassified","s__Dorea_unclassified",3571,5783,29.54,"full.model",0,"0-0.1","0-0.1",-9794.768423,0.999490944,1,1,1,0.036343972,"0-0.09","0-0.09",-9795.618713,0.192212267,1,0.0648599221789883,1,0,"0-0.03","0-0.03",-9794.768423,0.999996956,1,1,1,0.963656028,"0.87-1.00","0.87-1.00",-9794.768423,-0.007812298,0.003809908,0.040313577,0.124706956,0.125534493,0.320511218,-1.512327054,0.426683173,0.000393538,0.0207199,0.111095332,0.852048299
"k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria.o__Desulfovibrionales.f__Desulfovibrionaceae.g__Bilophila","g__Bilophila",3571,918,88.81,"no.family.ID",4.22e-09,NA,"0-0.17",-10024.13704,0.999517213,1,0.413451361867704,1,0.109530632,NA,"0.07-0.18",-10027.91037,0.006012096,0.853717632,0.000217898832684825,0.0344280155642023,0.016586695,NA,NA,-10024.32181,0.543244885,1,0.0788287937743191,1,0.873882669,NA,"0.71-0.92",-10024.13704,-0.023836707,0.004160553,1.01e-08,-0.076196992,0.130868886,0.560405589,0.129990768,0.455533402,0.775368759,-0.418915401,0.11867027,0.000415436
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae","f__Rikenellaceae",3571,10,99.88,"full.model",0,"0-0.11","0-0.11",-5349.138016,0.999685326,1,1,1,0.094662735,"0.03-0.15","0.03-0.15",-5353.008446,0.005398509,0.788182314,0.000622568093385214,0.0884046692607004,0,"0-0.03","0-0.03",-5349.138016,0.999998924,1,1,1,0.905337265,"0.8-0.96","0.8-0.96",-5349.138016,-0.002935336,0.001114962,0.008471461,-0.218168018,0.035622438,9.1e-10,0.416959898,0.122984903,0.000698075,-0.241452335,0.032026391,4.73e-14
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Eubacteriaceae.g__Eubacterium.s__Eubacterium_hallii","s__Eubacterium_hallii",3571,4277,47.89,"no.family.ID",0,NA,"0-0.08",-10020.88504,0.999770716,1,1,1,0.089980357,NA,"0.03-0.14",-10025.57333,0.00219775,0.35164,0.00088715953307393,0.117105058365759,1.18e-10,NA,NA,-10020.88504,0.999867976,1,0.379509727626459,1,0.910019643,NA,"0.87-0.95",-10020.88504,-0.009982935,0.004119896,0.015388523,-0.034400219,0.131951454,0.794321088,1.741762363,0.454992781,0.000129131,-0.035592079,0.118481275,0.763870107
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidales_noname.g__Bacteroidales_noname.s__Bacteroidales_bacterium_ph8","s__Bacteroidales_bacterium_ph8",3571,623,92.41,"no.family.ID",2.61e-09,NA,"0-0.19",-9710.420503,0.99982516,1,0.422634241245136,1,0.091486918,NA,"0.09-0.2",-9713.458333,0.013705703,1,0.000793774319066148,0.106365758754864,0.064402429,NA,NA,-9713.029884,0.022344445,1,0.00011284046692607,0.0276459143968872,0.84411065,NA,"0.68-0.88",-9710.420503,-0.000625556,0.003830199,0.870264934,0.038617201,0.118972704,0.745492343,1.063662852,0.417106174,0.010769173,-0.481469351,0.108733178,9.51e-06
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Coprococcus.s__Coprococcus_comes","s__Coprococcus_comes",3571,2144,73.88,"full.model",0,"0-0.11","0-0.11",-9992.683749,0.999942592,1,1,1,0.040894093,"0-0.11","0-0.11",-9993.396522,0.23249265,1,0.048,1,0.023172171,"0-0.07","0-0.07",-9993.31415,0.261499275,1,0.0394824902723735,1,0.935933736,"0.83-0.98","0.83-0.98",-9992.683749,0.002583647,0.004056156,0.524144704,0.114193854,0.13184674,0.386429536,1.591802645,0.451452077,0.000421948,-0.235012891,0.117570444,0.045617951
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Eubacteriaceae","f__Eubacteriaceae",3571,58,99.29,"no.family.ID",7.78e-10,NA,"0-0.14",-6623.765783,0.999962506,1,0.450657587548638,1,0.009473401,NA,"0-0.07",-6623.79844,0.798287339,1,0.262175097276265,1,0.00923874,NA,NA,-6623.815889,0.751576153,1,0.151972762645914,1,0.981287859,NA,"0.85-1.00",-6623.765783,0.002808953,0.001559221,0.071622562,-0.071813664,0.051888044,0.166354847,-0.098445873,0.175510822,0.574858513,-0.141699013,0.045702042,0.001931966
"k__Bacteria.p__Firmicutes.c__Negativicutes.o__Selenomonadales.f__Acidaminococcaceae.g__Acidaminococcus","g__Acidaminococcus",3571,7237,11.82,"no.family.ID",0,NA,"0-0.21",-9650.073117,0.999970062,1,1,1,0.217272162,NA,"0.21-0.32",-9669.444249,4.84e-10,1.10352e-07,0,0,0.071541946,NA,NA,-9655.677537,0.000814086,0.20759193,5.05836575875486e-05,0.0126459143968872,0.711185892,NA,"0.52-0.74",-9650.073117,0.009725735,0.003876999,0.012121982,0.676253784,0.11236455,1.76e-09,-0.16147127,0.407551293,0.691958492,-0.084322872,0.10650632,0.428525666
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_5_1_63FAA","s__Lachnospiraceae_bacterium_5_1_63FAA",3571,7023,14.43,"full.model",0,"0-0.14","0-0.14",-8509.491661,0.999971939,1,1,1,0.107558246,"0.04-0.16","0.04-0.16",-8514.556569,0.0014589,0.2392596,0.00024124513618677,0.0373929961089494,0,"0-0.04","0-0.04",-8509.491661,1,1,1,1,0.892441754,"0.79-0.93","0.79-0.93",-8509.491661,-0.021611738,0.002710652,1.55e-15,-0.148148907,0.086022634,0.085031764,0.398985983,0.298000319,0.180610489,0.175597436,0.077608298,0.023659641
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Anaerostipes","g__Anaerostipes",3571,7402,9.81,"full.model",0,"0-0.07","0-0.07",-7904.379637,0.999978104,1,1,1,0.040978185,"0-1.00","0-1.00",-7905.314304,0.171551327,1,0.0477743190661479,1,0,"0-1.00","0-1.00",-7904.379637,1,1,1,1,0.959021815,"0.88-1.00","0.88-1.00",-7904.379637,-0.007659183,0.002246955,0.000652747,-0.052808725,0.073852806,0.474575836,-0.055344412,0.251336923,0.825715329,0.157719943,0.06544041,0.015946806
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__Alistipes","g__Alistipes",3571,10,99.88,"no.family.ID",0,NA,"0-0.1",-5349.13801,0.999983823,1,1,1,0.094662732,NA,"0.04-0.15",-5353.00844,0.00539851,0.788182314,0.000622568093385214,0.0884046692607004,0,NA,NA,-5349.13801,1,1,1,1,0.905337268,NA,"0.8-0.95",-5349.13801,-0.002935336,0.001114962,0.008471458,-0.218168024,0.035622438,9.1e-10,0.416959923,0.122984902,0.000698075,-0.241452325,0.032026391,4.73e-14
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidales_noname.g__Bacteroidales_noname","g__Bacteroidales_noname",3571,623,92.41,"full.model",0,"0-0.12","0-0.12",-9707.924818,0.999985969,1,1,1,0.091839236,"0.02-0.17","0.02-0.17",-9710.984449,0.013371662,1,0.00077431906614786,0.105307392996109,0.064306642,"0.01-0.12","0.01-0.12",-9710.526965,0.022531163,1,0.000116731517509728,0.0284824902723735,0.843854122,"0.73-0.89","0.73-0.89",-9707.924818,-0.000632551,0.003827784,0.868745165,0.037622666,0.118880984,0.751643234,1.063435278,0.416813037,0.0107307,-0.484782876,0.108657029,8.14e-06
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidales_noname","f__Bacteroidales_noname",3571,623,92.41,"full.model",0,"0-0.12","0-0.12",-9707.924819,0.999988714,1,1,1,0.091839172,"0.02-0.17","0.02-0.17",-9710.98445,0.013371661,1,0.00077431906614786,0.105307392996109,0.064306762,"0.01-0.12","0.01-0.12",-9710.526966,0.022531167,1,0.000116731517509728,0.0284824902723735,0.843854067,"0.73-0.89","0.73-0.89",-9707.924819,-0.000632551,0.003827784,0.868745255,0.037622689,0.118880982,0.751643082,1.063435238,0.416813036,0.010730702,-0.484782885,0.108657029,8.14e-06
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Anaerostipes.s__Anaerostipes_hadrus","s__Anaerostipes_hadrus",3571,7421,9.58,"full.model",0,"0-0.09","0-0.09",-7869.485514,0.999997153,1,1,1,0.043826725,"0-0.1","0-0.1",-7870.720908,0.115979819,1,0.0390428015564202,1,0,"0-1.00","0-1.00",-7869.485514,0.999997594,1,1,1,0.956173275,"0.9-0.99","0.9-0.99",-7869.485514,-0.007907669,0.002226932,0.000383879,-0.068733466,0.073083501,0.346972142,0.000121787,0.24891098,0.999609612,0.141175117,0.064808794,0.029381274
"k__Bacteria.p__Firmicutes.c__Negativicutes.o__Selenomonadales.f__Veillonellaceae.g__Megamonas","g__Megamonas",3571,7796,5.01,"no.family.ID",1.57e-10,NA,"0-0.16",-7773.507206,1,1,0.495217898832685,1,0.051066366,NA,"0.05-0.18",-7774.37316,0.188167255,1,0.0232645914396887,1,0.075307341,NA,NA,-7776.789576,0.010401895,1,2.33463035019455e-05,0.00585992217898833,0.873626293,NA,"0.76-0.92",-7773.507206,-0.013226003,0.002208841,2.13e-09,0.135504951,0.069732155,0.051989524,-0.248378582,0.242549482,0.305819866,0.02290385,0.06321384,0.717110414
"k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Bifidobacteriales.f__Bifidobacteriaceae.g__Bifidobacterium.s__Bifidobacterium_adolescentis","s__Bifidobacterium_adolescentis",3571,1473,82.05,"no.family.ID",0,NA,"0-0.11",-10483.97501,1,1,1,1,0.164365922,NA,"0.14-0.25",-10493.72128,1.01e-05,0.0020301,1.16731517509728e-05,0.00240466926070039,0.033594938,NA,NA,-10485.10417,0.132897919,1,0.0105719844357977,1,0.802039141,NA,"0.7-0.84",-10483.97501,-0.043536099,0.004811258,1.45e-19,0.915103589,0.145926205,3.59e-10,0.96261427,0.517395337,0.062814751,-0.499295002,0.134927333,0.000215198
"k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria","c__Deltaproteobacteria",3571,746,90.91,"no.family.ID",6.19e-08,NA,"0-0.16",-9784.223214,1,1,0.37711673151751,1,0.114739866,NA,"0.07-0.19",-9788.128734,0.0051928,0.7737272,0.000159533073929961,0.0264824902723735,0.016385722,NA,NA,-9784.404432,0.547156682,1,0.0803501945525292,1,0.868874351,NA,"0.72-0.92",-9784.223214,-0.012775679,0.003895117,0.001038358,0.100780575,0.122199824,0.409530872,0.676790149,0.425914294,0.112053854,-0.493078032,0.110959185,8.84e-06
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_nordii","s__Bacteroides_nordii",3571,7139,13.01,"no.cohousing",1.12e-09,NA,"0-0.09",-8714.089063,1,1,0.441431906614786,1,0.166222462,NA,NA,-8723.643449,1.23e-05,0.00246,1.16731517509728e-05,0.00240466926070039,0.001421138,NA,"0.04-0.12",-8714.09075,0.953667904,1,0.273105058365759,1,0.832356399,NA,"0.85-1.00",-8714.089063,0.008488558,0.002913309,0.003571532,-0.304906741,0.089619372,0.000668356,0.231897971,0.315350612,0.462116907,0.119443834,0.082176857,0.146085748
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Prevotella.s__Prevotella_stercorea","s__Prevotella_stercorea",3571,7478,8.88,"no.family.ID",3.53e-08,NA,"0-0.14",-9383.811383,1,1,0.382105058365759,1,0.179141659,NA,"0.13-0.24",-9397.520403,1.64e-07,3.4768e-05,0,0,0.009919121,NA,NA,-9383.929997,0.626215151,1,0.143575875486381,1,0.810939185,NA,"0.67-0.85",-9383.811383,0.016988162,0.003531154,1.5e-06,0.477729768,0.107466993,8.77e-06,0.418059995,0.380229533,0.271552759,-0.103436804,0.099121752,0.296701578
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__Alistipes.s__Alistipes_indistinctus","s__Alistipes_indistinctus",3571,2529,69.18,"no.family.ID",0.016115791,NA,"0-0.14",-10894.95016,1,1,0.280587548638132,1,0.176614932,NA,"0.12-0.23",-10907.32303,6.72e-07,0.000140448,7.78210116731517e-06,0.00161867704280156,2.86e-09,NA,NA,-10894.97658,0.999790953,1,0.322272373540856,1,0.807269274,NA,"0.69-0.87",-10894.97658,-0.007741804,0.005380413,0.150182631,0.206248009,0.164634045,0.210290713,1.368786956,0.580697079,0.018416077,-0.509372253,0.151356268,0.000764367
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__Alistipes.s__Alistipes_shahii","s__Alistipes_shahii",3571,382,95.35,"no.family.ID",1.13e-08,NA,"0-0.14",-9187.822531,1,1,0.395494163424125,1,0.090169328,NA,"0.07-0.18",-9191.058696,0.010956671,1,0.0008715953307393,0.115922178988327,0.034877617,NA,NA,-9188.984244,0.127438974,1,0.00891439688715953,1,0.874953044,NA,"0.75-0.92",-9187.822531,-0.009992899,0.003288698,0.002377135,0.021146721,0.103606787,0.83827101,1.10342454,0.360482316,0.002206233,-0.393563062,0.093922414,2.79e-05
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__Streptococcus_thermophilus","s__Streptococcus_thermophilus",3571,6034,26.48,"no.family.ID",3.79e-09,NA,"0-0.16",-9960.610468,1,1,0.415365758754864,1,0.062226966,NA,"0.03-0.14",-9962.229669,0.071930788,1,0.00978210116731518,0.997774319066148,0.028957541,NA,NA,-9961.498883,0.182539252,1,0.0196264591439689,1,0.908815489,NA,"0.81-0.96",-9960.610468,0.008906796,0.004048662,0.027811444,-0.409149335,0.129780099,0.001618038,0.664269467,0.447572992,0.137766754,-0.044085411,0.116579145,0.705312745
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Clostridium.s__Clostridium_hathewayi","s__Clostridium_hathewayi",3571,7585,7.58,"no.family.ID",2.21e-09,NA,"0-0.07",-7923.927971,1,1,0.425961089494163,1,0.068719612,NA,"0.01-0.12",-7925.83587,0.050771397,1,0.00588326848249027,0.64715953307393,3.87e-09,NA,NA,-7923.927971,1,1,0.318887159533074,1,0.931280381,NA,"0.87-0.97",-7923.927971,0.000620594,0.002277014,0.78520108,-0.206364673,0.073747286,0.005137746,0.184485005,0.2528599,0.465638538,-0.070077288,0.065839659,0.287164349
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Eubacteriaceae.g__Eubacterium.s__Eubacterium_rectale","s__Eubacterium_rectale",3571,314,96.17,"no.family.ID",1.65e-10,NA,"0-0.09",-8481.146568,1,1,0.493863813229572,1,0.08404158,NA,"0.02-0.14",-8484.812842,0.0067717,0.9548097,0.0015136186770428,0.18920233463035,0,NA,NA,-8481.146568,1,1,1,1,0.91595842,NA,"0.81-0.97",-8481.146568,-0.011979408,0.002672635,7.39e-06,0.179138042,0.085865687,0.03695519,-0.057548832,0.295614845,0.845647351,-0.206616858,0.076976633,0.00727144
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Blautia.s__Ruminococcus_obeum","s__Ruminococcus_obeum",3571,2074,74.73,"no.family.ID",6.15e-10,NA,"0-0.13",-9790.457885,1,1,0.456634241245136,1,0.063527478,NA,"0.01-0.11",-9793.031315,0.023288469,1,0.00885992217898833,0.921431906614786,0,NA,NA,-9790.457885,1,1,1,1,0.936472521,NA,"0.84-0.98",-9790.457885,-0.000930221,0.003834818,0.808336645,-0.438819381,0.124541953,0.000425941,1.277175172,0.426428182,0.002743968,-0.145869808,0.111031814,0.188925004
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Blautia.s__Ruminococcus_torques","s__Ruminococcus_torques",3571,3559,56.63,"no.family.ID",3.22e-09,NA,"0-0.15",-10631.95961,1,1,0.418466926070039,1,0.007304947,NA,"0-0.08",-10631.98108,0.835839795,1,0.286093385214008,1,0.025401485,NA,NA,-10632.60353,0.256442961,1,0.0303229571984436,1,0.967293565,NA,"0.84-1.00",-10631.95961,-0.000783081,0.004807684,0.870612016,-0.740711317,0.15892863,3.15e-06,0.872705274,0.539579819,0.105796414,-0.296192396,0.140519106,0.03504446
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Coprococcus.s__Coprococcus_eutactus","s__Coprococcus_eutactus",3571,7773,5.29,"full.model",0,"0-0.04","0-0.04",-7932.801027,1,1,1,1,0.191556412,"0.14-0.24","0.14-0.24",-7951.862512,6.64e-10,1.50728e-07,0,0,0,"0-0.02","0-0.02",-7932.801027,1,1,1,1,0.808443588,"0.77-0.85","0.77-0.85",-7932.801027,-0.006562227,0.00235392,0.005306943,-0.095539781,0.071514662,0.181566676,-0.199747509,0.2531983,0.43017191,0.027953127,0.066001736,0.671915119
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Dorea.s__Dorea_formicigenerans","s__Dorea_formicigenerans",3571,3848,53.11,"no.family.ID",3.15e-09,NA,"0-0.21",-10030.08894,1,1,0.418824902723735,1,0.081894378,NA,"0.03-0.14",-10033.90792,0.005715265,0.82299816,0.00183268482490272,0.22175486381323,0,NA,NA,-10030.08894,1,1,1,1,0.918105619,NA,"0.8-0.96",-10030.08894,-0.009322033,0.004121611,0.023713174,-0.328818761,0.132567315,0.013123842,1.135727725,0.456137095,0.012778537,-0.117555199,0.118774693,0.322304785
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Dorea.s__Dorea_longicatena","s__Dorea_longicatena",3571,2056,74.95,"no.family.ID",6.66e-08,NA,"0-0.13",-10037.95359,1,1,0.376525291828794,1,0.074020311,NA,"0.02-0.13",-10041.06883,0.012556963,1,0.00369649805447471,0.417704280155642,0,NA,NA,-10037.95359,1,1,1,1,0.925979623,NA,"0.88-0.97",-10037.95359,0.000619599,0.004121901,0.880513093,0.105137809,0.133126577,0.42966898,1.219318687,0.457102297,0.007641873,-0.127568241,0.119022341,0.283809508
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_3_1_46FAA","s__Lachnospiraceae_bacterium_3_1_46FAA",3571,4943,39.77,"full.model",0,"0-0.11","0-0.11",-10335.82273,1,1,1,1,0.16024191,"0.1-0.21","0.1-0.21",-10346.9855,2.3e-06,0.0004761,1.16731517509728e-05,0.00240466926070039,0,"0-0.03","0-0.03",-10335.82273,0.999335674,1,1,1,0.83975809,"0.72-0.88","0.72-0.88",-10335.82273,0.012052278,0.004580002,0.008500865,-0.515678587,0.141423011,0.000265986,1.059386886,0.496688173,0.032932818,0.107589771,0.129417584,0.405782643
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Roseburia.s__Roseburia_hominis","s__Roseburia_hominis",3571,1009,87.71,"no.family.ID",1.93e-09,NA,"0-0.2",-9587.252191,1,1,0.428813229571984,1,0.060722458,NA,"0-0.11",-9589.197149,0.048576885,1,0.011011673151751,1,0,NA,NA,-9587.252191,1,1,1,1,0.93927754,NA,"0.84-1.04",-9587.252191,0.012781271,0.003619868,0.0004142,-0.49649486,0.117735613,2.48e-05,0.718017706,0.402820235,0.074671518,-0.253433471,0.104884194,0.015678401
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Anaerotruncus.s__Anaerotruncus_unclassified","s__Anaerotruncus_unclassified",3571,7322,10.78,"no.family.ID",0,NA,"0-0.11",-8597.656071,1,1,1,1,0,NA,"0-0.06",-8597.656071,1,1,1,1,0.004389881,NA,NA,-8597.691492,0.790117112,1,0.222642023346304,1,0.995610119,NA,"0.9-1.00",-8597.656071,0.001486922,0.002698491,0.581619985,-0.218137532,0.090480931,0.015914631,0.51720859,0.30484751,0.089769638,-0.106544472,0.079381465,0.179536593
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Ruminococcaceae_noname.s__Ruminococcaceae_bacterium_D16","s__Ruminococcaceae_bacterium_D16",3571,6551,20.18,"no.family.ID",2.69e-10,NA,"0-0.15",-9213.391088,1,1,0.479879377431907,1,0,NA,"0-0.08",-9213.391088,1,1,1,1,0.025463393,NA,NA,-9214.139666,0.221109347,1,0.0300428015564202,1,0.974536607,NA,"0.83-1.00",-9213.391088,0.018630043,0.003224653,7.59e-09,-0.454254097,0.107014654,2.19e-05,0.627327746,0.362607764,0.083622237,-0.084101971,0.094432237,0.373140271
